EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,Score,nomeArquivo
34.4840722432375,5.99718833638629,13.3195086145578,17.4538806481189,19.7531316601654,1.2,-6.272,RMSE_50_100
34.4721057376062,6.23093441808449,14.1595574862271,16.3923443465394,27.0261292923106,1.2,-6.25,RMSE_50_500
34.9564689614233,3.83475868572238,13.6688741017461,16.701049938192,30,1.13404910353082,-6.227,RMSE_100_100
34.4627479581459,6.06385289621052,14.119386806392,15.7017818827504,27.8759878913464,1.2,-6.258,RMSE_100_200
33.7853597494561,5.75257410746611,13.7018899391987,17.0002674073672,29.7090151384683,1.16256830417253,-6.229,MAPE_50_500
34.8048124090818,3.87444554076886,11.635342416006,17.5055321602738,30,1.1553373518227,0,MAPE_200_400
33.8846594257366,5.02924317626366,12.2074797214598,17.9100808541585,26.1706878575147,1.2,0,MAPE_300_400
33.9627822661193,6.72949550414126,12.0581357898272,19.0484364076677,30,1.12598848020971,0,MAPE_300_500
33.7261766552411,6.19973222025278,13.0258093417318,18.9493875741324,28.9412953079025,1.13971779223049,0,MAPE_400_400
